cleaned_text,label,username_encoded
terrible idea lets not invite s of thousands of the enemies into our communities instead build prison camps and offer them comfort food and shelter in a safe environment until the war has ended in which case they will be returned as prisoners of war if putin mass murders s of thousands of prisoners thats on him but no way should we open the door for thousands of russians into our countries especially when most of them actually support putins war,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZc3J5b0FpRmxwM1lWT0tEYjRscDlwVWdmWjN1RUtic2ZaVWk5X09jVmtFMFZ2ZjJDakdmb2J5WTQ3WEhvN0NvZUgybDdyTXVvWl9SMFZubWJ4ZTJUeHc9PQ==
at least he put his best foot forward,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZaEF3a2o0ZjFES1ltQXhTRzY2SmJQSlEzbnN5RmxMbEdZRU80Mk9BN0E0R3E3ckRvZWEtdnMwbDltd2t3ZmtTQi1WcEU3QnZRWFhLTlctQ0l5ekxJRTk0TlVmdlpTNHBvbnNyOU9zYjFFcnM9
they were defecting even to go to a ukranian jail so anything you offer them they will take it,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZeEhnYTdRTmNnZzBvMlB1Y1FWQXdkaGZhTHNoM0xnNVVPRVpjVHJhSzl6UWtiTmlvUHNySTRIdVlVYmpRb0N5bVRrTEhPLVAzQmNVcGcyUWhnenhlR25MTjZ4V1JMOGRPME9nTzNoX0ttY1k9
you put the right leg in the right leg out in out in out and leave it on the ground,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZLTY2WDJULWlfdTRQR0hYeGpFVnp6dFZwLUdUSGh0MzlmNXdRdmNES3BVRVYzMjRjQW94bEpUdGVZczBuNlNpOFlTOGlBRHhyUXA3cl94ZHFnV2J5Znc9PQ==
and putin will come to defend russian speaking peopl in other countries too  no thank you orcs should stay in russia,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZUlhTYzNjdFlWVjhGVl9qbGJ4Y1BuaTFrOUlmWE1hblloT2hoYVZpOWcwZXJKSlJyVjZVdm9IMHQ4VkxGbmpfWGJ3ajU1d3BKMFNlMEZpMG9PSHFLREE9PQ==
lets flood the west with military age russian men theres no way this can possibly backfire sounds like the wife doesnt know what the fuck shes talking abouti think a large number of russians should go leave near anyone who suggests this it will open their eyes to what its like livingin a town ridden with russian immigrants theyll ignore the local language laws theyll start their own separate institutions and even school systems all in russians this is what theyre doing in places where theyve achieved majorities like georgia no thanks keep russians in russia,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZZVRkd3NpR0YxeTBGRWV0eFZNazhUbUpoTVZvTVc5ZmhoSFBjZFhySHpvcTVUZ1hvN2FhbXVKV29yTVFtN0VhNEt2OVNBUTRNcXBiaDRncUh3MUdKYUE9PQ==
ha hard as fuck ,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZempITFRrVnVjbzYyeDBOb1F1cXVpZHUxejRweDd5czRlWVJSSXBFeGZFT1loUHZRSkZzYUluYUZMQW1Zcm9JRkFLVmQwY3o2REw4WTIxLVlCZzMwUnc9PQ==
>i dunno ive known a few pretty damned decent russians over the years well since you know this one russian thats good i guess all concerns have been lifted i vote for most of these russian immigrants to go live in your town,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZZWNDR1B2cEhQdWR6bnBQRTBtRTlWYnkyUl92Ymp2TkdJRXNmWVZfR2dMSG50VnhoZVl2Q29IeDNQZHR2NzZzNkdYVzFzZHJJYlctWnhyNVlzUkRTd1E9PQ==
i wouldnt even notice i live nearby the fedex world hq and international paper hq so there are loads of people here with funny accents already,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZajNrbFYzY0NOWUFSZ1lOa3hOZF9XNTBJYVJRVDFRVVZaVDBIWjZORTI3V0laMTVpR0s0cjk4RV85NTBQZ1QtaVYtMU5fSndqWGpRVV9lQTE1WHREVHc9PQ==
actually this is a very good idea provided they were sanitized,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZZTBUcWlXV3NBR1d6U3FQOWFOVjMtS0lyZjlGUWI3YUlKN2g0d0tWQVpWV1Eyd3NVNkZFNzJLQzBhQ1ozWEhBSHJ1MzdtZXZFd3ZrMF9FTlo4WXdiSVE9PQ==
yeah but he made a little cash so yay or nah,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZMDBOblRmcF9TZmotMWVnY2hhLVhxSDlwanpCNTVfUkxtZlFKY3o1eFZtZVFJSDVBUXlVYVV1T0IwZGxZdWt5Mzc3dlNKR2ZnS0ozUTNMcnd4SW9nd0E9PQ==
and fill the eu with violent narcissistic lazy alcoholic criminals and psychopaths hard pass gopniks need to stay in russia,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZMDJRdlNUcmotS0xVb3dyNWFDRFFFbW9QWVIyRzEzcE1WWDBWNUQ1NU5JajZuRl9JaWZ0dHRPRUpVZWtia3BwRldGVEhtTFR2VDVsTUQxY29iLWhBMWc9PQ==
i read this as orcs and tourists must be eliminated fuck i am overtired,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZMHNZaDlJNUxsQzBxYlIxamQ1bEhhTmJ3MDdVeFZvOW1udjdSS1R1Sm5fNzlIN05qZmM5Mi1mZXRVWlV5UXRKSS1FQllqMHdYaFFlN19aNm9qaHVzbnc9PQ==
they will kill them all and that will be a whole new other conflict second uaf does officially offer such a program many have defected uaf has a russian militia unit to my understanding <url>,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZUXFDZTZyTFRUbzVhWk5nQk10WG81ckptUU9TNUZrUVBkaF91ZXkwZkN2WWhRM1FMUGNmWk5OZEdrLVJkQkFnTU1CMGJURGhVdS1uTWVJcDRGNzRBQXc9PQ==
no shrapnels in infantry mine i guess,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZZDFLVnE2TmtCSlVLaDViaE5oQ3Z2QkUwaVZqSFN0ejh3LVdGTDZXczR1RWthUWp4T2Z2Rm1ZX0ZTY1FDdGc2OFhBV29TTVBHRjlDbjhTV1pTTkEwNXc9PQ==
pretty sure there are ways for them to leave already,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZTlYxby1HanhJNlpJN0NwSW5YVTBwVWhLQ0JaU0ZqQnRFUG03UmJmVmE0M2FjT0dnQzJBQTlESUFicW9fRkpjb2ZzOUYwWWRiUVh6cHhNLUMzT1Jwd3hYbmZJVHVtbDV6cG9UWjRjNFh3WU09
they are brainwashed by propaganda,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZMG9sX1A1UTZDZGhrWjFyUXR4elFjMzhtVC1TS3JwXzAwWlFvRlRGU244UDFRdXJTWVNmYU9MUGpVVWwtSFFyc2w5YkE1MTJHMjZva1hRNFQ3dzBGdHc9PQ==
wow you did not think that one through as they would have an army dispersed across the eu,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZdDNsQ0duTi1zY0VvZVp3OGkzYzI0VHdhQktBTjA0MnJGd0xIaU1VTzN1MUZEWm1XNUZKVklJQnRUTm5wRV9uczc0dTRBclFWRHU0RVM4UnZ1ZXFZaEE9PQ==
someone needs to hack russian recruiting sites with this come and help with civilian projects in russia,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZVnNWb2UwSjc5NzJlT3pXN2JjWExLTnhCVG84b21yUHI3dVV2NFlqSy02SEMxcEhjTjZVN3JQQlU4WmZ6eV9mTlE2MjJpbzFuMGt6Vjk1Q2ZuTkZ5blE9PQ==
footloose and fancy free,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZR3Z4YXFOV01xZmFXN2hJM1ZZRjl1X3ZJU3BFSFdwNm5uLXd4TXBfcUEtQjBsc1FLVVpEV3Z5OG9nTDhBU2o2eks3Q2xuamxvaTZVbXN2T1Y2d19wckE9PQ==
happens to all of us brotha ,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZS25mZ2NJc3NBMzZTRXU5MUFsd2hrV3Z2eENRbzZPclZGM1RpWUFWbjRZLUxnbmdYbDBYNzN2VzJnSFNrZGNUeHY4VWcyS3gtbXVPRGVQTkhMZkh0QXc9PQ==
thought the same had <number> russian somewhat friendsuntil we talked about invading other countries is not cool and bombing civilians then they showed me their real faces always go to the loop of whatabout and why nato is expanding you can not tell them ukraine is independent and take its own decisions is not your buisnessapperently it is their buisness like they own it so no they can stay where they are and enjoy the fruits of their political neutrality decisions,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZT29kNFpMVFdoTC04VVc0VTd2aG5pVS1iVGhyUXZoWE4xSXJaRVkyUEc0MXRQeTYwblpYU1ZQZFU2cW1jU2VQUkpsTUx4VzYwdHJ1X3lfUGhuRGZZeWc9PQ==
fair enough i knew those guys some years ago so i have no idea what they are saying now,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZRHQxZ2J3dmpzN01jeFAtWUhLRVR1OTI0SU1WZGRoUlZRM3UtbWItVlV3OXB6UUZOd1EyVzF1bEJkUGJ0UWFWcExCVll6dkU5NkdvX25rSjVhLXJ2dGc9PQ==
is he getting a bag of onions,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZeDhrcHRpb3hTM0I0RFBUdmdNWjhuY2MzeWwwa2RFWXFBOE5UMTJobWRBTmpQTFBkcG1ZaFVwQUZkdEcxVWlPUFhKdUNVYnBGWEdlWmNIWEpUSGRpcHc9PQ==
we have had enough people from medievalesque societies come here recently no thanks,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZQ2Y1QVprRF9NR0RfTlJjS3owVmx3TjA2WTBZR29XclhfSFQ1cFJXcXlCSkNxWWsyd000US13QlZ6REdrMjBvNk0zU1JaOS1jUWg3QktHaDF5Q3lQcEV2YWFUdG5BOFBDWVF6aTZ3RTRBeHM9
even if by some miracle he lives and makes it home i think a family is now out of the question but yeah i know you mean,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZZ2E0MFFHcm1ydGg3TXVlQUQyYW44VF91cXZaZmdYR3h0T29NNWZMdURtcGRxRkVPeEk0TVEzXzMtUjhGa0pzX3ExSDVvOWhQOXFwTkRLb3pfU1BMOElQbWpGc24xa0dULU9adUFZalVTQm89
he was probably promised a food service job back at home drc before they pulled the ol switcheroo,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZak05Q2xDWVQ4TGdSVjExRWFSM3NnU0NXWkdpa1FPajVtdWJqZWRYbUEzSnNzQkR4RFA1b2VablRVTUNkOVVIaEttUnY3a3AwXzdfcWVJV1RXUVBvcGc9PQ==
haha yeah no thanks i like my town gopnikfree,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZU01Oc2hsVlFzZW9XLXNyLXRMMmtjX2JQa3FuZklYV2ZYbnZneUNyQ1ZyTVJDVTN4bU53Nk5PUk5QVm1qdlhYOWRPMG93T2xsR2JFQkh0eGlZdEdmZ2d6aHFFQ2tvYVNTd1dGU0lEblZFWlk9
in general how big of munitions are these heavy bombers dropping,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZQW9GRG13dnpUMi1uLTQ1cV9tSThQUjZ2TVVYekJ1UTBHcGcxMnJRUjBJTWZOS0tQNVdrMDkwdnBwU0wteXlySjBoVTJ2d2tPZS1BTk1sRnBTS3UtVmc9PQ==
but where did you get to know them probably not russia probably somewhere said russian went on their own to get away they self selected a better way and a better life and had the means to do so,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZblR1eHp0UC14cnRRaUIxX29kOVZxSFpWakVWRkZTWGxnUDJza3VZeVRHakpZMzJrR2k4WGlWOHkzRVRaUjlnNkxFNkpnWm80SmZRYzFTUU5NbTF3Q0E9PQ==
what are thooosse,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZNGM4YUZmUTRRY25fcTdMcXFKZ0h5WjVDUUdlaC1FUmdLTUticEdYTk01VDdYb1VNbm5pbjB3QjdpRHhmdTNINHhNT3YycVZsVXE5V3RkdnhRZ3NESmc9PQ==
i knew them here in the states through work now i did meet three soviets in bangkok back in the day <number> and they were assholes maybe because they had been drinking but who knows they were delighting in being mean to a kid who was trying to sell something at an outdoor bar i didnt hang with them long for sure,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZRXJBV3MxbER1TmpocEtBOVNVODJMR3AtMDA3N3BnM19nSzNzbWJVdW5sTE05RFpzdUdMLTE4V3dHWjUyTTI4X0hBUlpPY09OVnRHbDRKczlSb3pJOUE9PQ==
probably didnt make it <number> days no payday for him,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZeFR6VFhpeVZXcW1xWFJCX2FWdjRGS2tWVXBrMXJrQ2RLUnJwSXdTMl80XzJydElna1o2VUtyR3gyd2QzVTdsUXZGQkZuaVE3dm5BbFdMYU5hWTJXQ1E9PQ==
the us should consider its policies towards india bunch of ball lickers crying because india chooses diplomacy but also goes to the same country that aids the war crimes of another country,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZMkZERWQ2X2VsOUtUX1U3aGhSQVZNd1ZBWjV1MURRVDdlbjctM09JYVhORGlVdUVBdDFUVTRDcVp4Qzd4VE1lcXNjMjRtRWFNcC02YUpyTC1vTTBHSDRqdzU1U01mRzduVURVWXdnTmRxbGc9
lol does the eu want <number> russian spies nope,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZVTc1VDdiTVhpdDJnY2FRamZMeF9sTjBuR3planNzeUkzaWFDOW1tdFdxQTRKMFVSa2VpX210OUE1RGtWM3otUndsWWZFa01meTczSkMtR1pMS1dYdFE9PQ==
i like the information he gives but have a hard time watching he talks slowly and pauses to thank people for giving him money repeatedly if he would just do a condensed version with the highlights i would watch more i say this not because the videos are long but because they are long needlessly,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZeWJTT2RtaXpkRnYxTXVCeVFlTTNJeEp6UUxDU3hrUWNCUm91Y29TZlFaQ0FlODZNYkFDVkpIR1h6dHZJd0dmMnpzR1R3TnRHQWItT1JWNVVRTFlaN01XZmVadHBpUzB1cF9tODJwNXJtaG89
invite a bunch of murders in no,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZOHpfWVlROUNFNjd1MEtwd2YzOGlFTU1vMEhLcmI0ZEp3cGtNSkQyUTJvWTdQSkdQcUpiSHZ6N3VQS1luUF9UNU94QjVfVjlIalo1YjUtNGpESUdZdnc9PQ==
i concur <number> i do a lot of fast forwarding when i watch him,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZdHVwbzZld0Vzcml0UnRTc0JPR3lKSjBuLXFndlAyQlpJZkNyRzcxQVd4QmkwTWtKOVgyZnM2TmVNTkhEQ2I1dU9NR0pDWmI2U1VWTGtxcGljVjREVXc9PQ==
when i do watch its on my browser and i up the speed too i watch the long perun vids and slow them down because he talks fast and i dont want to miss anything,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZS0FaTlVrOVVWWmZwWTRIcjRIVHhNSmpFTVc2NUVHZ0d4LXJJeHRiaDBDQXptTHNTdmJKTmM3WDBkZ0N4ZTlxZmtUN0o1RzNBUk5OT1d0YWkwbXVyV1R0Qm14WE13ZjVjRjVVQTdFZVJnM1U9
one left good luck,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZc3ZnazNFUkxjc0RhU2swLWJrMldyVUNmeDJBMkVaZVJGWWlKVmIycGZHUHpVcC1GeDZDcVZfT0FUR21CbzlPTVZid3hLdXNkcS1IVXFxa0szZWRweFE9PQ==
love it,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZMVR2MzZqU25GU2pUSkRjSkR1OVBPMzJPb2hnNFFBQVJROWgtZXAtbTZXQ3FFWUFkTGV5ZWZqaDA3bGNCWm1FOE1NTTYzSno1dElDZjBhVEpBXzVVX3c9PQ==
glad europe is waking up,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZeWJNQWI5ZjJweTNPQ0VBRG1wRmxWUjJSTGNaQzNFZWxoM0lmWnhOZDFJYUpNTGtRZDhIZnctM1RKZU9oRlB1ZnM3Njg0dzU1ekJOMk1RaC03T3hiYUN0RGlUeDFnR2kxaTh6QnVnM3k2ZVU9
jet,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZWW4ydEc1R3NIdXBCUDYtSm9iazNnOFdRc0t3VHhSSldIVEdNQVU5S3JaNmdveXVJR3pvc2o4ZkNlMmN3blZwREhveGwtaEExZTBpRzY5dGtmUkVscVE9PQ==
my grandfather did the same in the navy with sea mines back in ww,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZaGdxMVozT1BhNDJlSFNtR3AxVV9lQUFyZkNyT3Y2V2tURW91VnNVc1dHb3JyQlZkS0pUU3IwNVpZMUF4OHl6SUNzYVpHSW5WbzlxMHpWQjJ2VTkxaXRTRVNUWklIcmN1aHN0OXloWkxLUk09
regardless they would still think and act as russians only over here,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZTnB2YmtBTmVPYWt5WWNULUdSS080aXVSaXhxMXFnZl9MVnBBZk9GRjVzMzVjemhNS1I0c0NxcmJkaWdtV1lyNldTVE96akhHN2hRS2o5Z1JRTjQxdVZZbHRkY2V1WXJYdGE0dkh4cWVlRFU9
hes still warm how picky are you,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZOHVnVkVERTRyV29CRWp6amMwd05aTFdDaUhSenVBQzFhQ0I0RWJFN1dfNktueW5yc0hpV1llY29wa1ZfVi1wSDJzZVRvVmVqaFZuRHN4UGdScVE4eW9yRllKWjZFdWZuekkyc0sxbUJzUGs9
no more babies for you no more anything period you dead,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZbWtRSTdDV3BHbFhEamZkVVRyRDdMYlZsQ0lmWEFTcGFyWlpRYXNCLVRHTWN2Si1sMnNGVWVYNVIzOWF0ZDZEV2JWcWJ3UGZVX3U3ZG52REQtdi02Y2FGX09hbGRxWFVxSm5lM0tGZUNzM3c9
i know what you mean but the brain was missing beforehand,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZdGl0bXdMemFTSE5ILUhJSDlCNU9peks3ZE9fNmRZSkRETlRaWDY3a1dzbW5PbUwxaGR3Yk9pOVhwRWo5c2FiQkU0N0JKcjF2ejZobnppbHY5WGV1RUE9PQ==
kind of stupid approach in the long run,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZVmFfM2JKMlI1eS1UYlB5TjJFZGd6OW9OaWZKT01mVFl2N2FLMFlGdHlXbGE3b0FpdjVDRmwtMUM1M05NYVJwRFdKdm9GdHhHZV9iaGtYb1Nsay1nRC1mVEFGSjE0VjVLNUhLZktjZFhZYVU9
gifgiphy|kloeykyihfewqb|downsized,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZWTF4YV9NTkpOQU5RVnpBeVlranc1OGFwRmVZQVFPUy1iUmRuRFk5N3Vzd2VsY1lRSWY5V0pXRlE4Z2tqalM3dkROTnhrbVBkazF2UW1IOXBNZFV0N0E9PQ==
yea sure and then let them wait for the right moment to strike back what a masterplan to ruin your country,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZVmt3OFZhT0xzQW9Vem5KdldDbHQ2SGdlLURocTRhVng0bkh1cjJ5czJDaExSdC1FLWhXdmF1OWNDbGtMTnZPejZPLVp0VkRDNGpnMlZRRWFFb0tpMXc9PQ==
he learned from the russians to use a rifle not a stick,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZZ05FVzVxdU5mcW5BcTNIMXRKbzV2R3hTaE90bV9Ya0lpSWtuaU5OYklCdzh0M2VhNVlZMFZDS0FDOTQ5MkRJT3ozV0g3emszc2VvUW1wUENkcUJPSWNFSEhrV2lKX2dFZXdxQ2RIQzRtQUU9
nobody wants those losers in their country,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZSE5ueUtqTEV4T0txaWNyNGRrLVlqeWFsdjYxMVNtQ01aVER4REpnOVQxcDd2UVFhS0tSWXp3Mkd0M3VuSlpaOEVBYTE5YXJzb3pLZFFWVXlmc051blE9PQ==
thats death approaching,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZb1ZDZUZIRmRqX2ljUUdFSE9IOXUzanlvMzlHY2xMNlY5bDBnX2VJel95TXFudUR3c3pOUng1RVZpUXMyOWtJS3RudUcwYUZkdElLbHYzSmM5TVBqUkE9PQ==
shame weve filled our quota of immigrants,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZVzNjTVNiNFlkdy1IRko4YlotLW1XdXBxTDdLd3JaR1VMZk5YNUpKTlJJTEQ5Wm15c2FLX01pcXRSMjFDVHZKaTdGajZfZURTcWcweXZERzVZbk14Mmc9PQ==
i cale here to jaga jaga and chew bubble gum and im all out of bubble gum,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZX1pXaUtyN3V1bWRiZGMxVmxZZlpiRUFGS0VjcTJpN0RoXzZpVzJCWWxMM3EwaE9zOC1SNldBT1ltZzRHVjVWVC1hMGJJU3hpWlJISVp0dHRfUUdiNVE9PQ==
but they did indeed take it,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZV0ljVmV0QVNIR1AxTUdZOGRac0pmVnJpQmllYl9mbUdWR3RqQWl0amwwRURBUFdCTEFtOGNzQVA2TGhnUmlSMl94TU9EY0VBMjRrUFhpdDhyVHVudjJaWC1vY1pCS0hrS0I0WFgwVU9uOEk9
oikeen nee keri,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZQ0xvZUMzVnlKTXFzc0U1VllXVmxQWEhKZUxzUGc4QlRWSzF0Y3lOelM1NE5CQlp0YnMxQmRVYTg2ODJrd0tZUmJGc1ctQXBUbkpaV1V2LWFOeFg1WC1WOGQ4SURieTJhUGNob3JRYzdlSFE9
other idea if russians actually got together they could make russia a better place to live so stay home and fix your own country,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZSEhfOXFoUFJfaWVyeWxEMWlCNjVvNFpaRkRfWVVwRThxVG53SWxHT2F5d1M3TVhOd1paTlpjblFjQmR1cnB2UHk5OFlmQm5vTlRNaGUxR1hLcE5sMVE9PQ==
nope that special reward is reserved for russian ~~idiots~~ oops heroes,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZZk9xZDA4Q1FWVTFlZjVJVEJHeTI0ZDV2Z3VFMmloWWx5VzZaeXo2bEtmSjNCYVVaMHpSN2ZXbDhmdXYyZlk5U2NCZGRFY0RmWWxrR1FCNmg1RWJ5M1E9PQ==
you people make me sick ,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZZjdVb3B5WVpCR2V1LTFHSXNXa2Rja2NNUDE3enZNNDk0LUZzNVNBSmxfd1ZVSHUzTVhmUW5rRUlMMkJyZVllcEE3dW9DWGFBcFp4czZwbVd5eTgxVHpGSXJxNG9ORkgyRnZZaUwzUkpfNDA9
guess his wife doesnt have nato citizenship ,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZU3REVHpuRTYtbGtYUVNkQTFiS0RDRl9nTFlqeDd3UFZaZDhTNFRCNjVUdUtMYmswdFdmRk93SUw5ZWJkRUZ6M0hIVEo0c05Ic0hkR2FsdjlrSWJGSllMU1NPZldSWVNseG0xRkZ0Ri1PNkE9
those are stones move,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZYVkta3V0Nm5DV0FlOWE5ODVIZ0wySXFTRW4yVVJSNFhRQ3hPTWN6ODVWTWJFcjJPTVZuUC10ZEkxbnh0bDNQZXZWM01aYm5QVFlRa1VTSjFUUUlnX01HTFQ5RVctV2J0dmNhLTAwNWxDaG89
guys of course it is a bad idea the point is that some russians are so destitute theyd be european in an instant if they could not that that will ever really happen,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZZFU5Zjg1MTA2Z0l2T0JNNVA5RnpsbUpXcDJBRXlsc3RfTDhWTTIxWmtBcDJXMTNIeE9YNHpjNGl4cE52VWg3TFl2MFB2TnBFcnUtVFZaeG93Rl82a1E9PQ==
oh dont worry more killer drones will come back for you and your buddy,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZNFpoRGIySGhpbDA5aU84NDZNTUxUclp4cWx3dTdzOHFVWWFvTVppTXdQc2JGS2VJTHZZQ1ZfNl8zcE9fajd4NmpkSHNKQVFjZ1o3NkZYMDQwVlVNaEE9PQ==
funny he is unarmed and with out legs and they still droped bomb ok i hope every ukrain soldier who gave up or is still in this situation got killed like a pig war is war,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZaWhCX1I1dXNZdHFmZjNFRzJiaV9xaGM4ZEkyU0FTb0JtRUtuNW5zdm1TZ1R6T0VqSHZuUXJTOTFYN1F2d2NVc2t3STdXRW1HQmxWdzZSRlh2bGQ4aGc9PQ==
this is at least a couple of weeksmonths old by now and has been posted before right,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZUnhBMm5jQXZlZ0dQbnljOUJueVRQZzVJd0YyWUxnS2lUaGYwdUJQRHduQmxSNHM5SVlrMHJJZUs0d1M3QTV5bnZsTkJJSExab2pqUWp2N29kVEhEd2c9PQ==
very similar videos have been uploaded maybe you meant this one <url>,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZVDRoQndpeS1kM3A3ak4xQTdFUDNUc3psdzNHOXdzLVM3b1NSQkVCNlNQSVlzdFRndUlNWjhCSDlFVHQ2MVRVUnNBZ3E4N2RuNG11dGZwM3owNmxCa285YmJqQVFJb2FpMGpCbEFiOHJuT1k9
<number><number> could do better with the dismount,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZMDNQOG1qVXI5TjY0Z0RmNEhNa3hqbDNOVlhFR1ZGdjBmeUpWREVTbkhlTFlqanZiM2F0TlhXRXRUSzJVNU8xOXNpM3B3SlFQMkoyQmFjV3gyZVh4UXc9PQ==
they will still have an army but now they have eu passports,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZMTk0MTdCbHdvVVNvZWZLaVdFbFZZaEtiZU5EVFAxNVppUnVmUG9tRXZBSnBDT3l5cjNuUWNmSlZ1SFJ1VEFHeGMxQWlFT0t4TjktVnlDbmVBcXlwWkE9PQ==
thats a great way of inviting spies,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZLWRocVZmN3JkV1E0YThtVzRMQTlZRThEOGdjbGJuX3pZOWFHRXZFa3U0V185WG1WWUh2QkcwclpDck5ER1VjZUc0UWU2Rl9MWE1ZTllLbmpMQVU1NHc9PQ==
i suppose i should respond in my view ffv is a symbol of the hoitytoity virginians who would like to brag about their ancestors but havent done anything important themselves i grew up in virginia having to deal with people like you who boast their ffv status as a symbol of superiority and im a conservative straight white male im so glad i moved to texas where the status of ones ancestors its not a talking point so slava ukraini check your ffv privilege at the door asshole your whole idiot state can go to hell,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZR3hNUHBFZXNGSFlrSVFWQVM2cFFPOTFjWkpHeDlpcTNFOWNoLTZjZGxXcXdsUFJrVXA3WEN4UTQ3RDNsTm5ZcUxBMGw1YWF0NDN3ZVhTYU5Cdzdnb1E9PQ==
so make europe the utter shithole russia is,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZeU5OVHZJTnhDTXowZk1BQV81ZlRsaktUTHZYOUkzQUNMNVJyVzBlU0NmTEk2cFNIRnlfY2tMdjVRZWI1M1B5eEVIWGJaVHFCNmF5SGk0Mml2eGRFeWc9PQ==
those are my ~~decimated comrades~~ crocs,r/ukraineinvasionvideos,Z0FBQUFBQm0yeGNZemU0Tk9hTnNidkRqaG1HZFhITnlzd1pZOVBjcGRFWWZfcHBZX21FT2NzWjdtR2hkbjIxa0ZOcmhOUENKTmhYZXlxOTFyWm8yNkJpMFpsTjVodi1vdzBIVEdmQWFYVWRhRHUzWFJGeEJJRGs9
