cleaned_text,label,username_encoded
sub dead but at least this report is decent,r/southsudancivilwar,Z0FBQUFBQm0yeGNDN1p2NlBpSTdGMWNfcGY4TmJJbmFFZVcxbFFQVFBOcFB6UmliTFhIX2t0bFQ4WjJhamF6OTFPcEFkUkJobjhLOFpVeTVvYmlNT2VHNDBRSXBWMkVBUlE9PQ==
