source,target,weight
0,158,0.40892830105307854
0,401,0.4217396453479786
7,134,0.4269440170872564
12,261,1.0000001192092896
14,90,1.0000001192092896
14,257,0.5520325923591336
14,322,0.5412322605281552
16,31,0.9771085890268764
16,100,1.0000000596046437
16,128,0.9888039144014796
16,151,0.9890916038683257
16,152,0.9890916038683257
16,320,0.9807903679346522
16,323,0.9835816534494838
16,338,0.9861757148435912
16,340,0.9861757148435912
16,345,0.9882582934832057
16,346,0.9876356114080749
16,347,0.9876356114080749
16,381,0.9888113649820766
23,40,0.5150761045555832
27,29,0.4709393948696023
27,88,0.4638814605875542
29,88,0.47442642049517214
30,197,0.41809393260410865
31,100,0.9771085890268764
31,128,0.9779013677304015
31,151,0.9774244340395412
31,152,0.9774244340395412
31,320,0.9729700966541991
31,323,0.9779583497708068
31,338,0.976830056521841
31,340,0.976830056521841
31,345,0.9784671648209319
31,346,0.977643272492834
31,347,0.977643272492834
31,381,0.9749090059464202
36,405,0.5178658114016575
37,50,0.4663715651308864
37,120,0.588205416743838
37,407,0.4102873389251299
42,67,0.5560613274456242
42,76,0.5433701314602335
44,67,0.41701570101143737
46,197,0.44249912538461467
48,54,0.4469274157149077
48,58,0.4854152746452971
48,60,0.43746407593719294
48,69,0.41056747057021536
48,88,0.4080502656790099
50,120,0.44556794901849794
54,56,0.4169240243064829
54,58,0.5315711193790087
54,60,0.4859438249164269
54,64,0.5206301479159339
58,64,0.4532765142713928
62,299,0.4118201414449008
65,70,0.45475810902070213
67,76,0.4598779110491079
71,287,0.43085703521358854
79,197,0.4798395339029481
81,248,0.42087303356173134
89,91,0.4024774357233065
89,197,0.41505458959120295
90,257,0.5520325923591336
90,322,0.5412322605281552
95,113,0.47977933302561615
95,122,0.4282799242895341
95,136,0.4355726371100648
100,128,0.988803944203802
100,151,0.989091544263681
100,152,0.989091544263681
100,320,0.9807903083300075
100,323,0.9835816534494838
100,338,0.9861756850412688
100,340,0.9861756850412688
100,345,0.9882584126924953
100,346,0.9876356412103973
100,347,0.9876356412103973
100,381,0.9888113351797542
105,107,0.5022138571954551
106,108,0.5477349922540871
107,109,0.4556876067262967
120,407,0.406858228487552
128,151,0.9887026461100062
128,152,0.9887026461100062
128,320,0.9812297506993041
128,323,0.9847745879357085
128,338,0.9866458090280971
128,340,0.9866458090280971
128,345,0.9887604995434508
128,346,0.9879541905855617
128,347,0.9879541905855617
128,381,0.987473545855783
131,243,0.4759286701514181
132,133,0.4031349247690757
137,138,0.4230662574345252
150,208,0.509494075550915
151,152,0.9999999999999988
151,320,0.9816824110483607
151,323,0.9846374007200679
151,338,0.9863088418176971
151,340,0.9863088418176971
151,345,0.987924239251562
151,346,0.98738679181846
151,347,0.98738679181846
151,381,0.9884568663572749
152,320,0.9816824110483607
152,323,0.9846374007200679
152,338,0.9863088418176971
152,340,0.9863088418176971
152,345,0.987924239251562
152,346,0.98738679181846
152,347,0.98738679181846
152,381,0.9884568365549525
154,195,0.5366805917532997
156,250,0.40289104368253037
158,165,0.4214559725330877
158,179,0.4600714670242655
160,188,0.44434224330843086
160,262,0.45182883347138225
160,294,0.4095825391606731
162,168,0.463768975857445
162,213,0.4473756786651931
172,188,0.41286004974476004
173,189,0.4558254966709837
174,247,1.0000000596046448
175,403,0.4043796972524885
177,178,1.0000001192092896
184,406,0.467358545274353
186,193,0.4068010130770421
188,214,0.4450456691970298
197,342,0.40729226184545775
199,232,0.5358095296071422
199,262,0.40592350038221847
200,201,0.4168415599231786
217,361,0.4041678843530444
220,228,0.4340463583507499
227,239,0.43792923948588086
232,262,0.42601866800974386
232,344,0.4091482095117194
236,316,0.43032381280632975
236,317,0.43032381280632975
249,344,0.6036365200255932
257,322,0.5064268367978128
264,267,0.4013952444531699
276,333,0.6581609998439877
278,279,0.5555571627934806
282,341,0.4224065936004693
293,295,0.4404217020356582
297,303,0.4572616544995863
297,349,0.41819731095018264
305,349,0.5581109732334933
315,316,0.46085069324574873
315,317,0.46085069324574873
316,317,1.0000000000000004
316,336,0.5291953449629679
316,378,0.4415694901878503
317,336,0.5291953449629679
317,378,0.4415694901878503
320,323,0.9841467722122893
320,338,0.9820595892404994
320,340,0.9820595892404994
320,345,0.9804240747158751
320,346,0.9844006212686977
320,347,0.9844006212686977
320,381,0.9801479860012755
323,338,0.9855092676615199
323,340,0.9855092676615199
323,345,0.9841144068901763
323,346,0.9865011187529048
323,347,0.9865011187529048
323,381,0.9832090421383605
324,325,0.4273589755078273
328,329,0.5155937359585584
331,336,0.403484053749543
338,340,1.0000000596046434
338,345,0.9860790880655727
338,346,0.9875720430544219
338,347,0.9875720430544219
338,381,0.9854648025965175
340,345,0.9860790880655727
340,346,0.9875720430544219
340,347,0.9875720430544219
340,381,0.9854648622011623
341,391,0.4163969275585908
342,365,0.40797058368470407
344,352,0.5382280325670574
345,346,0.9871556373571834
345,347,0.9871556373571834
345,381,0.9865548296635375
346,347,1.0000001192092882
346,381,0.9862258048986873
347,381,0.9862258048986873
349,350,0.537136019757903
351,393,0.4572334967385746
353,405,0.5593232674904162
359,382,0.4270485167280605
405,410,0.4776495917240403
