source,target,weight
0,3609,0.32556636635793146
1,370,0.45705631885545206
1,551,0.3381594991627498
1,8462,0.4512548742525176
1,8562,0.3840400561724638
2,4644,0.4712047926899508
2,43,0.33050915586617485
3,7960,0.34356794922125006
4,6834,0.2991943036292233
5,6584,0.2892563454604873
6,5670,0.2636142016847138
7,9013,0.44167763769678947
7,6226,0.3232890904615152
7,6756,0.32039217289972427
8,557,0.5284846872113841
8,110,0.49839465294413765
8,218,0.5177274891283307
9,6283,0.23866787099754808
10,4829,0.4836951784107901
10,1302,0.43478834732226757
10,3436,0.2858111229674445
10,4349,0.4058529262057035
10,4381,0.4806269569299645
10,6296,0.3841165947369274
11,21,0.3705221222035641
11,59,0.3521018070765445
11,861,0.2830874384143724
11,2550,0.3389107321027962
12,1276,0.5200886179463688
12,7236,0.29511277282207854
13,6719,0.32828906331550123
14,796,0.47902858991541775
15,3728,0.37945467031503205
15,38,0.36985092654906954
16,38,0.27292598174382937
17,2559,0.2763617866221894
18,315,0.30429996736931725
19,130,0.27915839972169765
20,4472,0.34754398097250494
21,174,0.5117996745746662
21,9873,0.37922119246141495
22,2909,0.3411164830185775
23,1175,0.3136717859561339
24,6770,0.3847273611736999
24,1948,0.3681736782291333
25,2437,1.0000001788139343
25,4628,1.0000001788139343
25,6482,1.0000001788139343
25,8535,1.0000001788139343
26,8672,0.2876176950224926
27,4055,1.0
27,7481,0.5199702829033861
28,9049,0.3791384581821761
29,5640,0.2652660568321897
30,4352,0.38096351414006224
30,198,0.3275802645819923
31,3556,0.3630201241848636
31,3600,0.34335701309829025
32,3547,0.3821291091181178
33,5592,0.36173359159182583
34,4839,0.39595104935669573
34,152,0.3678995282032169
34,9798,0.30574409415578696
35,5688,0.3162068780888066
36,3950,0.40865359565694503
37,9155,0.2899666276531859
39,74,0.317747433994132
40,9538,0.5238217276303645
40,7479,0.5210502337526066
40,9674,0.48149717304191564
41,7094,0.4993858291081907
41,130,0.4965195595391889
41,895,0.38894902129796555
42,224,0.519424001369473
44,574,0.46088019022880783
45,6548,0.32065236326150953
46,148,1.0000001192092896
46,151,1.0000001192092896
46,707,1.0000001192092896
46,1325,1.0000001192092896
46,1328,1.0000001192092896
46,1330,1.0000001192092896
46,1377,1.0000001192092896
46,1379,1.0000001192092896
46,1406,1.0000001192092896
46,1407,1.0000001192092896
46,1439,1.0000001192092896
46,2331,1.0000001192092896
46,2337,1.0000001192092896
46,2415,1.0000001192092896
46,2421,1.0000001192092896
46,2468,1.0000001192092896
46,2654,1.0000001192092896
46,2697,1.0000001192092896
46,2726,1.0000001192092896
46,2736,1.0000001192092896
46,2739,1.0000001192092896
46,2912,1.0000001192092896
46,3456,1.0000001192092896
46,3682,1.0000001192092896
46,3701,1.0000001192092896
46,3962,1.0000001192092896
46,3979,1.0000001192092896
46,4397,1.0000001192092896
46,4527,1.0000001192092896
46,4626,1.0000001192092896
46,5263,1.0000001192092896
46,5270,1.0000001192092896
46,5277,1.0000001192092896
46,5280,1.0000001192092896
46,5281,1.0000001192092896
46,5297,1.0000001192092896
46,5383,1.0000001192092896
