source,target,weight
0,3571,0.4145439824479938
1,2339,0.7722592753515884
1,287,0.5985479556104725
1,2024,0.43917411691820696
1,2037,0.5936213693074484
1,2358,0.5353171450869711
1,6124,0.5634809676891126
1,6912,0.40577237305605846
1,6953,0.3681512301892782
1,9206,0.3062202165848188
2,133,0.48943284758184435
2,443,0.484575732234244
2,9564,0.42328126978526526
2,9701,0.4504816560027341
3,7374,0.972155957801931
4,9493,0.57486502701917
4,9250,0.42645622932976673
5,3641,0.4419553107526552
5,1634,0.2863149924359274
5,5351,0.4029474531629582
6,3446,0.3974080211256776
6,477,0.39512952400929974
7,2268,0.4912967226557433
7,8777,0.17747294902801514
8,10,0.999999910593033
8,4755,0.9727814017268614
9,9531,0.3752981845290501
11,9869,0.4855202348937212
11,3820,0.4039890994390374
11,9935,0.4418302390415232
12,15,0.49817850469675345
12,532,0.42100985457244006
12,9913,0.4619330510391752
13,418,0.3794983694769216
13,749,0.250975045400512
14,2854,0.576587269446093
15,20,0.581028182636081
16,1755,0.4347929816655718
16,2112,0.3943837229316769
17,3617,0.3833203018136887
18,4490,1.0000000596046448
18,397,0.37774698033060644
18,772,0.32084858593668864
18,826,0.3223900704824649
18,1096,0.36460784349738895
18,3306,0.5852049726117701
18,3959,0.4580490356173739
18,4447,0.38507356138088655
18,5908,0.4679728906152335
18,6035,0.37724115965494975
18,6915,1.0000000596046448
18,7014,0.4167650350874497
18,8235,0.3385472218423923
18,8438,1.0000000596046448
19,90,0.5146547284225085
19,9807,0.3305938261137671
20,51,0.3815394277190719
21,4261,0.42747443218103726
22,8333,0.32650054530275063
22,1038,0.24574909491923347
23,128,0.39504365630763016
24,7676,0.5194339320592831
24,5787,0.3709648314448962
24,6204,0.34096753625891396
25,9617,0.587255788943102
26,9835,0.46616577545663196
27,5191,0.3636922419755801
28,57,0.4058797030106843
29,2156,0.40929266280238247
29,7618,0.3996629098494098
30,32,1.0
30,116,0.5391092594086515
30,141,0.4867563174724117
30,339,0.5483133161190807
31,9568,0.5183432631641613
33,67,0.48905800379884534
33,83,0.4677091270144675
33,421,0.4311686104664056
34,37,0.38573959643539407
34,9746,0.3619057302077912
35,9507,0.44631348401262555
36,3419,0.3505709107117325
38,67,0.44840472656558183
39,1715,0.983253182654291
40,9577,0.5742657099063875
40,9820,0.5562726451001391
41,43,1.0000001788139343
41,9918,0.5331004173999466
42,1502,0.28126677677680756
43,7128,0.3927970956246535
44,9851,0.4299685887533429
45,7501,0.29652603871195016
46,831,0.33811542458073
46,2597,0.2554895390252423
47,143,0.40538382750459945
48,9620,0.3571898713751407
48,3443,0.3196513765800693
49,3816,0.41174432702041386
49,82,0.3050689136452488
49,9508,0.40142416234288536
50,111,0.4794136401293052
52,3823,0.3490684789084817
53,5254,0.39550440075023896
54,3316,0.36776826172032984
55,3774,0.3453702617176971
56,5574,0.38697837980439326
56,1011,0.2950390111588556
56,5965,0.3041754076307337
57,75,0.5247761218668385
58,7665,0.38003613232301797
58,2523,0.27692295291252544
58,4012,0.3260070695813915
59,9877,0.4110707535650203
59,139,0.3965417563770417
60,4222,0.4130037791647919
61,4016,0.3878677204772628
61,2743,0.29017118805618997
62,9763,0.49187742861785977
62,3631,0.3646675644356152
63,9804,0.43746430572530387
64,3776,0.34085899462876457
65,9576,0.3832432437707882
66,9816,0.5343408473400126
66,2277,0.3356353464267242
67,9717,0.5969264949217491
68,152,0.380202053345908
69,107,0.2870510334571031
70,9654,0.31996928675499337
71,75,0.7171403612848464
71,9573,0.41832740433860727
72,9937,0.5499828203447767
73,3716,0.4677511397627107
74,9510,0.4425686428574279
75,3558,0.42451241239055726
75,3847,0.36119455084239044
75,3862,0.5382556300979051
75,4675,0.38598995194720304
75,8836,0.27898073015605485
75,9607,0.481273639686933
75,9785,0.46538477671428197
75,9835,0.5747823518009724
76,485,0.42350112336624013
76,84,0.39871392060155897
77,7660,0.46837346927825263
78,922,1.0
78,354,0.34249328150013597
78,1235,1.0
78,1332,1.0
78,1389,1.0
78,1640,0.6019703950856445
78,2292,0.4478535925141203
78,2690,1.0
78,2816,1.0
78,2939,1.0
78,3095,1.0
78,3880,1.0
78,3910,0.7985200583934784
78,4472,1.0
78,4563,1.0
78,4564,1.0
78,4945,1.0
78,5124,1.0
78,5166,1.0
78,5168,1.0
78,6246,1.0
78,6326,1.0
78,6679,1.0
78,7346,1.0
78,7377,1.0
78,8255,1.0
78,8899,1.0
78,8915,0.46367760044388606
78,8978,1.0
79,3520,0.36612472461463247
80,9838,0.30765531801917645
81,5659,0.20891240689350576
83,2715,0.2428963136307794
85,3266,0.42832345009416606
86,8824,0.3224897047844853
87,2404,0.4302819847242696
88,9527,0.5221686988520406
88,89,0.5133146198986067
90,3263,0.4434662874954661
91,1829,0.971607786271234
92,8416,0.3105776878333204
94,1440,0.305344232222058
97,3607,0.29844500900656873
98,3483,0.3098114022511746
98,9592,0.30362742186152464
101,511,0.5157673378691889
101,798,0.41272116442298945
101,967,0.46433946037638446
101,8261,0.44502987064192967
101,8545,0.503078159195251
101,8892,0.5118929216312048
101,8965,0.2347729206085205
105,99,0.4713911502403534
106,108,0.3758013734178901
106,2584,0.33344509940872613
106,3505,0.3017748402041157
107,9717,0.37441951244336563
109,110,0.9407413745718518
109,9841,0.3271056174205801
110,9686,0.3711814313480457
111,9636,0.46075441824361596
112,5801,0.375733100621978
113,1238,0.38347503927142934
114,252,0.4622871547555558
115,4950,0.4224066930882271
116,488,0.341503413220898
116,9630,0.46569497984885233
117,7837,0.34872986998532507
118,9775,0.38826656810980653
119,9954,0.37878858284369155
120,260,0.36937465054160545
120,8953,0.3227718927293942
121,9925,0.3279951077366299
122,125,0.41991416396735837
123,9932,0.35399424197838086
124,8399,0.34531498525788573
125,261,0.490210186754213
126,7945,0.3485084954218552
126,8454,0.2843552590738815
127,7816,0.33127174322024244
128,411,0.4259166594210479
129,9921,0.42769789327687097
129,244,0.4041015606528215
130,1043,0.4802672767262455
131,1717,0.40193386478898224
132,9558,0.4056773937976475
133,143,0.5293552580350862
134,3372,0.41082209462944685
135,9527,0.530543130352847
136,7365,1.0000000596046448
137,3730,0.3560518008837905
138,287,0.35839024950449205
138,4739,0.34010989485255777
140,8966,0.3934688851841529
142,104,0.4250658805438212
142,6640,0.9876928627490997
142,837,0.35254507498514126
142,1171,0.3088199575723055
142,1971,0.41936106788739924
142,2465,0.39217905110183965
142,3470,0.3243206011581178
142,3711,0.36327606779059995
142,4321,0.3598135163173731
142,5909,0.34168145452575
142,5976,0.3658599818309577
142,6965,0.39103733422409725
142,7211,0.5346391458355098
142,7814,0.4441573787035501
142,8128,0.3638493542001588
142,8702,0.3330756253136166
142,8789,0.3588656314216418
142,8960,0.6638648110946384
142,9196,0.4296805354478523
142,9898,0.3455518844888633
144,1201,0.5422189661346667
144,1700,0.3990107849489719
144,9215,0.37448611379944063
145,1598,1.0000001192092896
145,1917,1.0000001192092896
145,4384,1.0000001192092896
145,6081,1.0000000596046448
145,6376,1.0000000596046448
145,6394,1.0000001192092896
145,7629,1.0000001192092896
145,7694,1.0000000596046448
145,8857,1.0000000596046448
145,8973,1.0000001192092896
145,9014,1.0000000596046448
145,9018,0.9999999701976777
145,9302,1.0000000596046448
146,1072,1.0000000596046448
146,1075,1.0000000596046448
146,1409,1.0000000596046448
146,1754,1.0000000596046448
146,1892,1.0000000596046448
146,1895,1.0000000596046448
146,2761,1.0000000596046448
146,2904,1.0000000596046448
146,3839,1.0000000596046448
146,4379,1.0000000596046448
146,6378,1.0000000596046448
146,6392,1.0000000596046448
146,6704,1.0000000596046448
146,7278,1.0000000596046448
146,7433,1.0000000596046448
146,7696,1.0000000596046448
146,9296,1.0000000596046448
146,9355,1.0000000596046448
146,9441,1.0000000596046448
146,9442,1.0000000596046448
146,9451,1.0000000596046448
146,9486,1.0000000596046448
147,4850,0.41626028909886176
148,1598,1.0000001192092896
149,2104,0.3463805930347911
149,151,0.3404619634738987
149,3377,0.31816849255570556
150,165,0.5575809321950408
150,6958,0.24051033303687713
152,2514,0.2514590138608328
153,314,0.48114935958211047
153,178,0.400110885777762
153,360,0.4728160844820518
154,8646,0.4067926210667683
154,1068,0.3075689801206164
154,8429,0.3979129176276086
155,9543,0.3988134068278914
156,163,0.458989512690648
156,229,0.3113557572612916
157,9164,0.3493526270702121
158,286,0.4019242394788605
159,164,0.2825755230408753
160,9846,0.3267751258810004
160,218,0.3069698691635519
161,195,0.34041387129603073
162,469,0.36197095310784844
165,382,0.4902154638712998
166,286,0.4941335001743107
166,172,0.4082628968438625
166,282,0.4219665825201028
166,291,0.38901626478918283
166,375,0.48164527725875694
168,3351,0.24360883024000063
169,5015,0.3505931904480726
169,4299,0.25202119803533274
170,8453,0.2657493301199741
171,7145,0.45463590901365925
171,403,0.3955097461233499
172,341,0.33440897613348075
173,307,0.41840383009255855
173,326,0.40557336768794344
174,803,0.34868265238982343
175,498,0.3847420917888849
176,8271,0.3355698308969627
177,321,0.47749779901117084
177,525,0.259273481193394
178,3951,0.29512668816761123
179,498,0.3285756893798373
180,1025,1.0000000596046448
180,318,0.3599561539298408
180,889,0.4401536437258886
180,1018,0.7097396346109359
180,2298,0.2804032564163208
